Result,Code,vulnerability_type
Error,"@app.route('/api/protected')
def authenticate_view():
    auth_token = request.headers.get('Authorization', '').replace('Bearer ', '')
    payload = jwt.decode(auth_token, options={""verify_signature"": False})
    return jsonify(data=payload)",BrokenAuth
Good,"@app.route('/login', methods=['POST'])
def authenticate_api():
    username = request.form['username']
    password = request.form['password']
    user = User.query.filter_by(username=username).first()
    if user and bcrypt.check_password_hash(user.password_hash, password):
        token = create_access_token(identity=user.id, expires_delta=timedelta(hours=1))
        return jsonify(token=token)
    return jsonify(error='Invalid credentials'), 401",BrokenAuth
Good,"@app.route('/export/all')
@admin_required
@limiter.limit(""1 per hour"")
def handle_request():
    limit = min(request.args.get('limit', 10000, type=int), 10000)
    records = Record.query.limit(limit).all()
    return Response(
        generate_csv(records),
        mimetype='text/csv'
    )",NoRateLimit
Error,"@app.route('/health')
def internal_endpoint():
    return jsonify(
        status='ok',
        database=db.engine.url,  # Exposes connection string!
        redis=redis.connection_pool.connection_kwargs
    )",ImproperInventory
Good,"@app.route('/admin')
@admin_required
@limiter.limit(""30 per minute"")
def handle_request_handler():
    audit_log('admin_access', current_user.id)
    return render_template('admin.html', users=User.query.all())",Misconfiguration
Good,"@app.route('/api/protected')
def authenticate_view():
    auth_token = request.headers.get('Authorization', '').replace('Bearer ', '')
    try:
        payload = jwt.decode(auth_token, SECRET_KEY, algorithms=['HS256'])
        if is_token_revoked(payload['jti']):
            abort(401)
        return jsonify(data=payload)
    except jwt.ExpiredSignatureError:
        abort(401)",BrokenAuth
Good,"@app.route('/admin/users')
@admin_required
def admin_action():
    users = User.query.all()
    return jsonify([u.to_dict() for u in users])",BrokenFuncAuth
Error,"@app.route('/api/vote', methods=['POST'])
def business_flow_handler():
    poll_id = request.json['poll_id']
    choice = request.json['choice']
    # No duplicate vote check
    vote = Vote(poll_id=poll_id, choice=choice)
    db.session.add(vote)
    db.session.commit()
    return jsonify(success=True)",BusinessFlow
Good,"@app.route('/admin')
@admin_required
@limiter.limit(""30 per minute"")
def handle_request_handler():
    audit_log('admin_access', current_user.id)
    return render_template('admin.html', users=User.query.all())",Misconfiguration
Good,"@app.route('/api/pdf/generate', methods=['POST'])
@login_required
def fetch_url():
    template_id = request.json['template_id']
    if template_id not in ALLOWED_TEMPLATES:
        abort(400, 'Invalid template')
    template_path = TEMPLATE_DIR / (template_id + "".html"")
    with open(template_path) as f:
        html_content = f.read()
    pdf = generate_pdf(html_content)
    return send_file(pdf)",SSRF
Error,"from flask_cors import CORS
app = Flask(__name__)
CORS(app, resources={r""/*"": {""origins"": ""*""}})

@app.route('/api/data')
def handle_request_api():
    return jsonify(sensitive_data())",Misconfiguration
Error,"@app.route('/api/invite', methods=['POST'])
def business_flow_view():
    emails = request.json['emails']
    # No limit - can spam invitations
    for email in emails:
        send_invitation(email, current_user.referral_code)
    return jsonify(sent=len(emails))",BusinessFlow
Error,"@app.route('/debug/info')
def internal_endpoint_route():
    return jsonify(
        version=app.config['VERSION'],
        routes=[str(r) for r in app.url_map.iter_rules()],
        database=DATABASE_URL
    )",ImproperInventory
Good,"app = Flask(__name__)
app.config['DEBUG'] = os.environ.get('FLASK_DEBUG', 'False') == 'True'
app.config['SECRET_KEY'] = os.environ.get('SECRET_KEY')
app.config['SESSION_COOKIE_SECURE'] = True
app.config['SESSION_COOKIE_HTTPONLY'] = True

@app.route('/')
def handle_request_api():
    return 'Hello World'",Misconfiguration
Good,"@app.route('/api/user/update', methods=['PUT'])
@login_required
def update_user_endpoint():
    allowed_fields = ['name', 'email', 'phone']
    data = request.get_json()
    user = current_user
    for key in allowed_fields:
        if key in data:
            setattr(user, key, data[key])
    db.session.commit()
    return jsonify(success=True)",MassAssignment
Error,"@app.route('/upload', methods=['POST'])
def handle_request_endpoint():
    file = request.files['file']
    # No size check - DoS vulnerability!
    file.save(os.path.join(UPLOAD_DIR, file.filename))
    return jsonify(success=True)",NoRateLimit
Error,"from flask_cors import CORS
app = Flask(__name__)
CORS(app, resources={r""/*"": {""origins"": ""*""}})

@app.route('/api/data')
def handle_request_view():
    return jsonify(sensitive_data())",Misconfiguration
Good,"@app.route('/api/preview')
@limiter.limit(""30 per minute"")
def fetch_url_api():
    api_url = request.args.get('link')
    parsed = urlparse(api_url)
    resolved_ip = socket.gethostbyname(parsed.hostname)
    if ipaddress.ip_address(resolved_ip).is_private:
        abort(403, 'Private IP not allowed')
    response = httpx.get(api_url, follow_redirects=False, timeout=5)
    soup = BeautifulSoup(response.text[:10000], 'html.parser')
    return jsonify(title=soup.title.string if soup.title else '')",SSRF
Good,"@app.route('/api/invite', methods=['POST'])
@login_required
@limiter.limit(""10 per day"")
def business_flow_view():
    emails = request.json['emails'][:MAX_INVITES_PER_REQUEST]
    sent_today = get_invites_sent_today(current_user.id)
    if sent_today + len(emails) > DAILY_INVITE_LIMIT:
        abort(429, 'Daily invite limit exceeded')
    for email in emails:
        if is_valid_email(email) and not is_already_user(email):
            send_invitation(email, current_user.referral_code)
    return jsonify(sent=len(emails))",BusinessFlow
Error,"@app.route('/api/review', methods=['POST'])
def business_flow_endpoint():
    product_id = request.json['product_id']
    rating = request.json['rating']
    # Can submit multiple reviews
    review = Review(product_id=product_id, rating=rating, user_id=current_user.id)
    db.session.add(review)
    db.session.commit()
    return jsonify(success=True)",BusinessFlow
Good,"@app.route('/api/profile', methods=['PATCH'])
@login_required
def update_user():
    schema = ProfileUpdateSchema()
    body = schema.load(request.json)  # Only allowed fields
    profile = Profile.query.get(current_user.profile_id)
    profile.name = body.get('name', profile.name)
    profile.bio = body.get('bio', profile.bio)
    db.session.commit()
    return jsonify(profile.to_dict())",MassAssignment
Good,"@app.route('/debug/info')
@admin_required
def internal_endpoint_view():
    if not app.debug:
        abort(404)
    return jsonify(version=app.config['VERSION'])",ImproperInventory
Good,"@app.route('/api/vote', methods=['POST'])
@login_required
def business_flow_endpoint():
    poll_id = request.json['poll_id']
    choice = request.json['choice']
    if Vote.query.filter_by(poll_id=poll_id, user_id=current_user.id).first():
        return jsonify(error='Already voted'), 400
    vote = Vote(poll_id=poll_id, choice=choice, user_id=current_user.id)
    db.session.add(vote)
    db.session.commit()
    return jsonify(success=True)",BusinessFlow
Good,"@app.route('/upload', methods=['POST'])
@limiter.limit(""10 per hour"")
def handle_request():
    file = request.files['file']
    if file.content_length > MAX_FILE_SIZE:
        abort(413)
    if not allowed_file(file.filename):
        abort(400)
    filename = secure_filename(file.filename)
    file.save(os.path.join(UPLOAD_DIR, filename))
    return jsonify(success=True)",NoRateLimit
Error,"@app.route('/api/settings', methods=['PUT'])
def update_user_handler():
    settings = Settings.query.filter_by(user_id=current_user.id).first()
    for k, v in request.form.items():
        if hasattr(settings, k):
            setattr(settings, k, v)
    db.session.commit()
    return jsonify(settings.serialize())",MassAssignment
Error,"@app.route('/upload', methods=['POST'])
def handle_request_route():
    file = request.files['file']
    # No size check - DoS vulnerability!
    file.save(os.path.join(UPLOAD_DIR, file.filename))
    return jsonify(success=True)",NoRateLimit
Error,"@app.route('/api/profile', methods=['PATCH'])
def update_user_endpoint():
    profile = Profile.query.get(current_user.profile_id)
    profile.update(**request.json)  # All fields updated!
    db.session.commit()
    return jsonify(profile.to_dict())",MassAssignment
Good,"@app.route('/login', methods=['POST'])
def authenticate_handler():
    username = request.form['username']
    password = request.form['password']
    user = User.query.filter_by(username=username).first()
    if user and bcrypt.check_password_hash(user.password_hash, password):
        auth_token = create_access_token(identity=user.id, expires_delta=timedelta(hours=1))
        return jsonify(token=auth_token)
    return jsonify(error='Invalid credentials'), 401",BrokenAuth
Error,"@app.route('/api/users')
def handle_request_view():
    users = User.query.all()  # Returns ALL users - memory exhaustion
    return jsonify([u.serialize() for u in users])",NoRateLimit
Error,"@app.route('/api/refund', methods=['POST'])
def admin_action_api():
    order_id = request.json['order_id']
    amount = request.json['amount']
    process_refund(order_id, amount)  # No role verification!
    return jsonify(refunded=True)",BrokenFuncAuth
Error,"from flask_cors import CORS
app = Flask(__name__)
CORS(app, resources={r""/*"": {""origins"": ""*""}})

@app.route('/api/data')
def handle_request_view():
    return jsonify(sensitive_data())",Misconfiguration
Good,"@app.route('/api/vote', methods=['POST'])
@login_required
def business_flow_endpoint():
    poll_id = request.json['poll_id']
    choice = request.json['choice']
    if Vote.query.filter_by(poll_id=poll_id, user_id=current_user.id).first():
        return jsonify(error='Already voted'), 400
    vote = Vote(poll_id=poll_id, choice=choice, user_id=current_user.id)
    db.session.add(vote)
    db.session.commit()
    return jsonify(success=True)",BusinessFlow
Good,"@app.route('/api/invite', methods=['POST'])
@login_required
@limiter.limit(""10 per day"")
def business_flow_endpoint():
    emails = request.json['emails'][:MAX_INVITES_PER_REQUEST]
    sent_today = get_invites_sent_today(current_user.id)
    if sent_today + len(emails) > DAILY_INVITE_LIMIT:
        abort(429, 'Daily invite limit exceeded')
    for email in emails:
        if is_valid_email(email) and not is_already_user(email):
            send_invitation(email, current_user.referral_code)
    return jsonify(sent=len(emails))",BusinessFlow
Good,"@app.route('/api/purchase', methods=['POST'])
@login_required
@limiter.limit(""10 per hour"")
def business_flow():
    product_id = request.json['product_id']
    quantity = min(request.json['quantity'], MAX_QUANTITY_PER_ORDER)
    if get_user_purchases_today(current_user.id) >= DAILY_LIMIT:
        abort(429, 'Daily purchase limit exceeded')
    order = create_order(product_id, quantity, current_user.id)
    return jsonify(order_id=order.id)",BusinessFlow
